fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
2005-09-05|09:40|Indonesia|Mandala Airlines|091|Medan  Jakarta|Boeing||117|112|5|99|94|5|44|Seconds after taking off the jetliner shook violently veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway It is speculated that the plane was overloaded|
2005-09-05|07:30|Congo|Kavatshi Airlines||Beni  Isiro|Antonov||11|7|4|11|7|4|0|While on approach to Runway 31 the plane hit trees crashed and burned|
2005-09-09|15:45|Congo|Air Kasai||Boende  Kinshasa|Antonov||14|11|3|14|11|3|0|While en route a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville Weather was poor with thunderstorms and strong winds|
2005-10-04|nan|other|Wimbi Dira Airways||Kisangani  Bunia|Antonov||100|96|4|2|2|0|0|The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage Two passengers were killed when they exited the plane and ran into the propellers which were still turning|
2005-10-22|20:40|Nigeria|Bellview Airlines|3210|Lagos  Abuja|Boeing||117|111|6|117|111|6|0|The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport The plane crashed about 30 miles north of Lagos  A storm was passing through the airport at about the time the aircraft took off A combination of poor maintenance of the plane by the ground crew together with a lightning strike to the right wing of the plane caused the right engine to ignite causing the aircraft to bank heavily to the left and eventually lose control|
2005-12-06|14:15|Iran|Military  Islamic Republic of Iran Air Force||Tehran  Bandar Abbas|Lockheed Martin||94|84|10|94|84|10|14|The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport The plane suffered engine failure and was attempting to return for a emergency landing|
2005-12-08|19:15|other|Southwest Airlines|1248|Baltimore Maryland  Chicago Illinois  Las Vegas Nevada|Boeing||103|98|5|0|0|0|1|The jetliner slid off Runway 13C at Chicagos Midway Airport went through an airport boundary fence and crashed into two vehicles at a nearby intersection killing a young 6 yearold boy Heavy snow was falling at the time of the accident The plane had circled the airport for 30 to 35 minutes before attempting to land The pilots failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing which resulted in a runway overrun This failure occurred because the pilots first experience and lack of familiarity with the airplanes autobrake system distracted them from thrust reverser usage during the challenging landing Contributing to the accident were Southwest Airlines 1 failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations 2 programming and design of its onboard performance computer which did not present inherent assumptions in the program critical to pilot decision making 3 plan to implement new autobrake procedures without a familiarization period and 4 failure to include a margin of safety in the arrival assessment to account for operational uncertainties Also contributing to the accident was the pilots failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots Contributing to the severity of the accident was the absence of an engineering materials arresting system which was needed because of the limited runway safety area beyond the departure end of runway 31C|
2005-12-10|14:08|Nigeria|Sosoliso Airlines|1145|Abuja  Port Harcourt|McDonnell Douglas||110|103|7|108|101|7|0|The plane crashlanded and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport Pilot error The crews decision to continue to approach below the decision altitude without having the runway in sight  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear Also airports and aircraft should be equipped with instruments to detect windshear In addition it was recommended that airports and aircraft be equipped with instruments to detect windshear|
2005-12-19|14:40|other|Chalks Ocean Airways|101|Miami Florida  Bimini Bahamas|Northrop Grumman||20|18|2|20|18|2|0|The seaplane crashed off Miami Beach next to a jetty as it was taking off There was an explosion and fire and the right wing separated prior to the plane impacting the water Examination of the wreckage revealed fatigue cracks in the right wing The failure of Chalks Ocean Airways maintenance program to identify and properly repair fatigue cracks in the wing and the failure of the FAA to detect and correct deficiencies in the companys maintenance program Although a 16inch crack in the wing had been patched a more significant flaw in a nearby support beam hadnt been repaired The carrier had no record of patching the crack|
2005-12-23|22:27|Azerbaijan|Azerbaijan Airlines|217|Baku Azerbaijan  Aktau Kazakhstan|Antonov||23|18|5|23|18|5|0|The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku Instrument failure left the crew unable to control the aircraft|
2006-01-02|11:11|other|Evolga||Moscow  Karkov|Piaggio Aerospace||3|0|3|3|0|3|0|On a positionning flight from Sheremetyevo to Kharkov to pick up passengers while on final approach the aircraft crashed in a frozen lake 3 km from runway threshold|
2006-01-07|nan|Iraq|Military  US Army|||other||12|||12|||0|Crashed in bad weather|
2006-01-08|13:00|Uganda|Service Air||Entebbe  Kinshasa|Antonov||6|0|6|6|0|6|0|The cargo plane carrying humanitarian relief items crashed shortly after takeoff The cause was determined to be engine failure and an overweight and improperly balanced plane|
2006-01-09|09:30|Iran|Military  Iranian Revolutionary Guard Corps Air Force||Tehran  Orumiyeh|other||11|8|3|11|8|3|0|After a flyby to check on a stuck landing gear the plane suffered a double engine flameout and crashed into a field in poor weather conditions|
2006-01-19|19:30|Hungary|Military  Slovak Air Force||Pristina  Kosice|Antonov|5605.0|43|35|8|42|34|8|0|A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2300 feet after taking the wrong flight path The plane crashed about 18 miles from its destination of Kosice Pilot error The pilot chose to land without the help of the airports radars relying only on his own visual contact with the airport|
2006-02-05|16:53|other|Air Cargo Carriers|||other||3|1|2|3|1|2|0|The cargo plane was on a test flight While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane The plane lost contorl crashed and burned The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering Contributing to the accident was the decision of both flight crews to fly in formation|
2006-02-08|12:12|other|TriCoastal Air||Dayton Ohio |other||1|0|1|1|0|1|0|The pilot of the cargo flight reported he had an asymmetric fuel condition The pilot  asked for a lower altitude and controllers cleared the flight to 4000 feet About a minute later the pilot transmitted six Maydays The airplane then descended in  a near vertical dive until it crashed into a pasture The pilots inflight loss of control following a reported fuel asymmetry condition for undetermined reasons|
2006-03-31|17:39|Brazil|Team Air|6865|Maca  Rio de Janeiro|other||19|17|2|19|17|2|0|Twenty minutes after taking off from Maca the plane disappeared of Rio de Janeiro radar The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast The plane crashed in a wooded area exploded and burned|
2006-04-10|10:00|Kenya|Military  Kenya Air Force||Nairobi  Eastleigh AFB|Harbin Aircraft Manufacturing Corporation|132.0|17|13|4|14|12|2|0|While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds|
2006-04-23|04:55|Cameroon|Military  Lybian Arab Air Force||Sebha  NDjamena|Antonov||6|0|6|6|0|6|0|Upon arrival of the cargo flight the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near NDjamena|
2006-04-24|11:45|Afghanistan|US Government leased||Kabul  Kandahar  Lashkar Gah|Antonov||16|12|4|2|0|2|3|A cargo plane carrying US antinarcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne|
2006-05-03|02:15|Russia|Armavia|967|Yerevan Armenia  Sochi Russia|Airbus||113|105|8|113|105|8|0|The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing Pilot error The captain being in a psychoemotional stress condition made nose down control inputs due to the loss of pitch and roll awarenessThis started the abnormal situation The captains insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash Along with the inadequate control inputs from the captain the contributing factors of the crash were also the lack of monitoring the aircrafts pitch attitude altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings|
2006-05-14|12:32|other|Saskatchewan Government Northern Air Operations||Training|Convair||3|0|3|1|0|1|0|On a climbout after a touchandgo landing the aircraft veered to the left lost altitude and crashed in a wooded area 1 nm northwest of the airport|
2006-05-23|18:22|other|Air So Tom||Training|De Havilland||4|2|2|4|2|2|0|The aircraft disappeared from radar screens while on approach to So Tom Island The aircraft crashed in sea a  few km off shore|
2006-06-03|15:00|China|Military  Chinese Air Force|||other||40|35|5|40|35|5|0|Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest while the tail had dropped onto nearby fields The plane crashed about 125 miles southwest of Shanghai Caused by icing after flying through several icy regions and the plane being overloaded|
2006-06-11|18:30|Chad|Military  Chadian Air Force||Ndjamena  Abch|Lockheed Martin||7|0|7|5|0|5|0|The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport Chadian rebels however claim to have shot it down with a surfacetoair missile The pilot and copilot survived|
2006-06-21|12:03|other|Yeti Airlines||Surkhet  Jumla|De Havilland||9|6|3|9|6|3|0|The plane crashed into a mountain on the east side of the airport after the pilot executed a goaround The accident happened 1 kilometer from the airport|
2006-07-07|15:35|Congo|Mango Airlines||Goma  Kisangani|Antonov||5|2|3|5|2|3|0|The cargo plane had engine failure and struck a hill as it lost altitude|
2006-07-09|07:44|Russia|Sibir S7|S7-778|Moscow  Irkutsk|Airbus||203|195|8|125|120|5|0|The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway struck a building and burst into flames It was reported the plane was traveling at a high rate of speed when it landed Crew error The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing The unintentional and uncontrolled movement in one of the engines which was not detected by the crew in time|
2006-07-10|12:05|Pakistan|Pakistan International Airlines|688|Multan  Lahore|Fokker||45|41|4|45|41|4|0|The plane lost an engine during take off struck power lines and crashed into a wheat field bursting into flames Possible engine fire|
2006-07-27|nan|Afghanistan|Afghan Army||Khost to Kabul|other||17|14|3|17|14|3|0|Crashed while en route|
2006-08-03|nan|Congo|Tracep||Lugushwa  Bukavu|Antonov||17|14|3|17|14|3|0|The aircraft was flying in low cloud and poor weather conditions as it approached the airport at Bukavu when it clipped a mountainside and plunged into the forest in flames 9 miles short of the runway|
2006-08-04|09:30|other|AirNow|59|Binghamton NY  Benningham VT|other||1|0|1|1|0|1|0|The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility After an aborted first try the plane circled for another attempt but struck a mountainside The pilots misinterpretation of the airplanes position relative to the final approach fix which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain Contributing to the accident were the low clouds|
2006-08-13|20:15|Italy|Air Algerie|2208|Algiers  Frankfurt|Lockheed Martin||3|0|3|3|0|3|0|The cargo plane crashed after reporting engine problems while en route |
2006-08-22|15:30|Ukraine|Pulkovo Airlines|SP-612|Anapa  St Petersburg|Tupolev||170|160|10|170|160|10|0|The plane disappeared from radar shortly after making a distress call A distress call was made at FL330 and again at FL100 The aircraft was reportly on fire before it crashed The plane crashed in a field 30 miles North of Donetsk and brokeup Weather forecasters reported thunderstorms and lightning in the area at the time of the crash The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground|
2006-08-27|06:07|other|Comair|5191|Lexington  Atlanta|other||50|47|3|49|47|2|0|The jet commuter was the third of three airplanes to take off that morning The previous two planes took off from Runway 22 without any problems The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff However flight 5191 used Runway 26 which is about half the length of Runway 22 The plane accelerated to 137 knots befoe it ran off the end of the runway ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames The takeoff sequence took about 36 seconds  The aircraft was still on the ground as the plane ran off the runwayThe plane came to rest about 1800 feet past the runway It was dark with light rain at the time of the accident The copilot was at the controls but it was the captain who taxied the plane into position for take off The copilot was the lone survivor The flight crews failure to use available cues and aids to identify the airplanes location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff Contributing to this accident were the flight crews nonpertinent conversation during taxi which resulted in loss of positional awareness and the Federal Aviation Administrations failure to require that all runway crossings be authorized only by specific air traffic control clearances|
2006-09-01|13:45|Iran|Iran Air Tours||Bandar Abbas  Mashad|Tupolev||148|137|11|29|29|0|0|The plane crashed while attempting to land The planes left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire|
2006-09-02|16:30|Afghanistan|Military  Royal Air Force|||Piaggio Aerospace||14|12|2|14|12|2|0|The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems The accident was most likely caused by an ignited fuel leak|
2006-09-11|17:30|Russia|Military  Russian Army||Gizel  Khankala|other||15|12|3|12|12|0|0|Eleven high ranking officers were killed when the helicopter crashed to the ground split in two and caught fire A North Ossetian militant group called Kataib alKhoul claimed responsibility for shooting down the helicopter|
2006-09-17|10:15|Nigeria|Military  Nigerian Air Force||Abuja  Obudu|Dornier||18|15|3|13|11|2|0|The military plane crashed en route less than 20 minutes from the end of a onehour flight 18 nm from its destination Ten top ranking military officials were killed in the crash The weather was poor at the time of the accident|
2006-09-29|15:59|Brazil|Gol Airlines  Private|1907|Manaus  Brasilia|Boeing||161|153|8|154|148|6|0|The flight disappeared from radar at 1650 after leaving Manaus at 1535 scheduled to arrive at Brasilia at 1812 While en route the jetliner collided with an Embraer EMB135BJ Legaacy 600 business jet The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail Five passengers and two crew members on the Embraer were not injured All 154 on board the 737 were killed The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air traffic control to fly at the same altitude as the Boeing 737 before the planes collided A Brazilian Air Force investigation concluded that a switchedoff transponder on the EMB135 contributed the plane crash The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off|
2006-10-10|07:35|Norway|Atlantic Airways|670|Stavanger  Stord|other||16|12|4|4|3|1|0|While attempting to land the charter plane skidded off the end of the runway slid down an embankment and caught fire One survivor was seriously hurt eleven others were not seriously injured Burning fuel in the cabin was the main reason three passengers and one crew member died and six others were badly injured All six spoilers failed while landing Even with the failed spoilers a damp runway and a slight tailwind there should have been sufficient room to stop However when the pilots realized the spoilers had failed one of them selected emergency braking not realizing that this deactivated the antilock braking system|
2006-10-19|07:30|Russia|Military  Russian Air ForceUzbekistan Airways||TrainingAranchi|Antonov||15|13|2|15|13|2|0|The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen crashed after losing control while attempting to land in poor weather conditions On its final approach fog reduced visibility and the aircraft descended below the MDA It crashed a few miles from the airport|
2006-10-29|11:30|Nigeria|ADC Airlines|053|Lagos  Abuja  Sokoto|Boeing||105|100|5|96|92|4|0|The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja The pilot did not heed air traffic controllers advice to not depart in stormy weather The pilots incorrect actions stalled the plane|
2006-11-17|08:07|Indonesia|Trigana Air Service||Mulia  Ilaga|De Havilland||12|9|3|12|9|3|0|The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua|
2006-11-18|21:00|Colombia|Aerosucre Colombia||Bogota  Leticia|Boeing||5|2|3|5|2|3|0|The cargo plane was on final approach when it hit a antenna tower and crashed Fog and poor visibility prevailed at the time of the accident|
2006-11-27|07:20|Iran|Military  Iranian Revolutionary Guard Corps Air Force||Tehran  Shiraz|Antonov||38|32|6|38|32|6|0|The aircraft crashed after losing the right engine during a critical point in the takeoff The plane stalled veered to the right and crashed in flames Three survivors later died in the hospital|
2006-12-10|02:00|other|Air ambulance  Mercy Air Services||Loma Linda  Victorville|Bell Aircraft Corporation||3|0|3|3|0|3|0|The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville The pilot and two crew members were killed No patients were aboard The pilots inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance Contributing to the accident were the dark night conditions fog and mountainous terrain|
2007-01-01|14:07|Indonesia|Adam Air|574|Surabaya East Java  Manado Indonesia|Boeing||102|96|6|102|96|6|0|While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds Wreckage was found 5 miles south of Parepare The accident was caused by the autopilot being accidentally disconnected The two pilots had been trying to fix a problem with the planes navigation instruments when they disconnected the autopilot and lost control of the plane Without the autopilot the plane went out of control listing to the right and pitching down The IRS navigation system was repeatedly reported malfunctioning but was never repaired This is what initially distracted the crew|
2007-01-09|nan|Iraq|Moldovan AerianturM Air Cargo||Adana Turkey  Balad Air Base Iraq|Antonov||35|30|5|34|29|5|0|The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base After the first attempt to land was aborted the plane crashed 25km short of the runwayThe plane was carrying Turkish construction workers|
2007-01-20|nan|Iraq|Military  US Army|||Sikorsky Aircraft Corporation||12|10|4|12|10|4|0|The helicopter crashed northeast of Baghdad Shot down by a combination of several heavy machine guns and a shoulderfired missile|
2007-01-25|11:15|France|Regional Compagnie Aerienne Europeenne|7775|Pau  Paris|Fokker||54|50|4|0|0|0|1|The crew abandoned their takeoff after the loss of an engine due to bird ingestion The jet overshot the runway and collided with a truck killing the driver The landing gear sheared off and the plane came to rest in a field|
2007-03-07|07:14|Indonesia|Garuda Indonesia Airlines|200|Jakarta  Yogyakarta|Boeing||140|133|7|22|21|1|0|While attempting to land the plane overshot the runway crashed through the airport barrier fence and burst into flames The cockpit voice recorder revealed that the pilot and copilot were arguing over their speed and wing flap angles moments before the crash An investigator stated the passenger jet was flying at up to 265 mph almost double the normal landing speed while attempting to land The captain ignored the planes automated warning system as it sounded alarms fifteen times He also ignored calls from the copilot to go around and make another approach|
2007-03-08|15:00|other|HeliUSA Airways||Sightseeing|other||7|6|1|4|3|1|0|The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics The helicopter hit the ground about 200 yards from its normal landing pad The failure of maintenance personnel to properly tighten torque the flight control servo lower attachment clevis and reinstall a functioning lock washer which resulted in a flight control disconnect and a complete loss of helicopter control Contributing to the accident was the operators failure to ensure its maintenance program was being executed in accordance with Federal regulations|
2007-03-11|23:20|other|InterIsland|||McDonnell Douglas||5|4|1|1|1|0|0|The helicopter was flying low near the coast when there was a loud bang and parts including the tail rotor fell into the ocean The helicopter then hit trees and a fence as it spiraled down into an open field The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control A contributing factor to the accident were the trees that the helicopter struck during the autorotation|
2007-03-14|nan|Brazil|Bahia Taxi Areo 	 Bahia Taxi Areo 	 Bahia Taxi Areo||Petrolina  Salvador|other||4|2|2|4|2|2|0|Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude Few minutes  later the twin engine plane crashed into an open field|
2007-03-17|11:40|Russia|UTAir Airlines|UT-471|Surgut  Samara|other||57|50|7|6|6|0|0|While attempting to land in heavy fog the airplane contacted the ground 400 m short of the runway The left wing hit the ground and separated from the fuselage The plane then rolled over inverted and the fuselage broke apart The accident can be blamed on both the controller who did not inform the pilot about the reduced visibility in time due to organizational problems and on the pilot who did not give the dispatcher the correct information about his landing trajectory and consequently did not decide to stop the landing procedure and try to take another approach at the time he should have done so|
2007-03-23|17:00|Mali|Transaviaexport Airlines||Mogadishu  Djibouti|other||11|5|6|11|5|6|0|The cargo plane carrying African peacekeepers was struck by an antiaircraft missile shortly after taking off from Mogadishu Airport The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu|
2007-04-25|14:05|Guyana|Air Services||Kato  Kopinang|other||5|4|1|3|2|1|0|The plane landed at Kato and could not take off because of bad weather Twenty minutes after eventually taking off the plane crashed into mountains while en route A mother and her fiveyearold son walked for about 16 hours through Guyanas jungle to safety after surviving the crash|
2007-04-27|11:34|other|Military  Russian|||other||18|15|3|18|15|3|0|The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land Conflicting reports say the helicopter may have been shot down by Chechnyan rebels|
2007-05-05|00:08|Cameroon|Kenya Airways|507|Abidjan Ivory Coast  Douala Cameroon  Nairobi Kenya|Boeing||114|105|9|114|105|9|0|The plane crashed in a dense swampy forested area 5 km from Douala Airport moments after taking off in stormy weather The plane was just six months old  After take off the plane was banking right and the pilot did not notice the inclination but when he did he banked the craft further right The pilot released the flight controls for nearly one minute without engaging the auto pilot which could have corrected the banking angle then at 34 degrees However his intervention worsened the tilt The captain grabed the controls appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees When the bank angle increased to 70 degrees the captain stated we are crashing The first officer told him to level the aircraft but quickly corrected himself and said left left left captain The aircraft  then plunged nose down into a mangrove swamp|
2007-05-06|09:10|Egypt|Military  French Air Force||ElGora  Santa Katarina|De Havilland||9|5|4|9|5|4|0|Collided with a truck while attempting to make an emergency landing on a road French soldiers aboard were with  the Sinais peacekeeping force the Multinational Force  Observers|
2007-05-17|11:00|Congo|Safe Air Complany||Walikale  Goma|other||3|1|2|3|1|2|0|An engine on the cargo plane caught fire shortly after taking off An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest|
2007-05-24|17:45|Peru|Military  Peruvian Air Force||Iquitos  Pucallpa|De Havilland||20|17|3|13|10|3|0|Crashed into dense jungle shortly after taking off from Pampa Hermosa The plane hit a hill and split in two|
2007-06-03|20:30|Sierra Leone|Paramount Airlilnes||Shuttle|other||22|20|2|21|20|1|0|The helicopter crashed and burned on the airport runway while attempting to land It was shuttling passengers between Sierra Leones coastal capital of Freetown and Lungi Airport|
2007-06-04|16:04|other|University of Michigan Health System||Milwaukee WI  Detroit MI|Cessna||6|4|2|6|4|2|0|The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee requesting an emergency return to the airport The plane then crashed into Lake Michigan two miles off shore The plane was carrying an organ transplant team The pilot reported to ATC he had runaway trim prior to the accident The pilots mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem By allowing their airplanes speed to increase while engaging in poorly coordinated troubleshooting efforts the pilots allowed and abnormal situation to escalate to an emergency|
2007-06-13|nan|Mongolia|Mongolian Defense Ministry|||other||22|19|3|15|12|3|0|While en route to a forest fire the helicopter crashed into dense forest on a mountain at an altitude of 6100 feet|
2007-06-21|nan|Congo|Karibu Airways||Kamina  Lubumbashi|other||25|22|3|1|1|0|0|The plane crashed shortly after taking off into a swamp coming to rest upside down A parliment member of the Democratic Republic of Congo was killed|
2007-06-25|10:40|Cambodia|PMT Air|241|Siem Reap  Sihanoukville|Antonov||22|16|6|22|16|6|0|The aircraft crashed into Phnom Damrey Mountain at an elevation of 1640 feet about 5 minutes from its destination of Sihanoukville|
2007-06-28|13:40|Angola|TAAG Angola Airlines||Luanda  MBanza|Boeing||78|69|9|5|4|1|0|The crew undershot the runway and blew two tires on landing causing the landing gear to collapse and one wing to dip and touch the runway The plane then veered out of control overran the runway and crashed into cars and a building|
2007-07-05|09:30|Mexico|Jett Paqueteria SA|||other||3|0|3|3|0|3|6|The small cargo jet blew a tire and failed to take off barreling onto the CuliacnNavolato highway and crashing into cars coming to a stop after hitting a building|
2007-07-08|13:00|Canada|Liard Air||Muncho Lake  Vancouver|De Havilland||5|3|2|1|1|0|0|The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake One passenger was killed|
2007-07-17|18:52|Brazil|TAM Brazil|3054|Porto Alegre  Sao Paulo|Airbus||187|181|6|187|181|6|12|The jet airliner crashed while attempting to land in heavy rain at Congonhas airport The plane skidded off the end of the runway across a major roadway and struck a gas station and building bursting into flames  The right engine had a malfunctioning reverser In this situation the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse as if he had no problem with the reversers The former procedure which was changed by Airbus was to take both throttles to idle and then advance just the throttle corresponding to the engine with the operating reverser It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle leaving one engine reversed and the other thrusting forward The downside to this change was it would lengthen the stopping distance The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet|
2007-07-23|13:00|Ethiopia|Djibouti Airlines||Dire Dawa  Djibouti|Antonov||9|3|6|1|1|0|0|The cargo plane crashed shortly after taking off after an engine failed The pilot was trying to return for an emergency landing|
2007-07-24|14:05|other|Taquan Air Service||Sightseeing|De Havilland||5|4|1|5|4|1|0|The single engine aircraft crashed onto a heavily forested mountain 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords The pilots decision to continue under visual flight rules into an area of instrument meteorological conditions Contributing to the accident was the pilots inadequate weather evaluation and the FAAs inadequate surveillance of the commercial air tour operator|
2007-07-29|04:17|Russia|Atran|9655|Sightseeing|Antonov||9|0|9|9|0|9|0|The cargo plane carrying 9 tons of cargo crashed 4 km from the runway as it was attempting to take off from Domodedovo airport The aircraft slammed into a field shattering debris over a wide area|
2007-08-09|12:00|other|Air Moorea|1121|Moorea  Papeete|De Havilland||20|19|1|20|19|1|0|Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway Loss of pitch control of the aircraft following a break in an elevator cable|
2007-08-16|23:16|other|SeaWind Aviation||Sightseeing|De Havilland||10|9|1|6|6|0|0|The float plane crashed on land into a tree 200 feet from shore while attempting to land High winds were in the area at the time of the accident The  pilots poor decisionmaking and inadequate planning To avoid the rising waves the pilot decided to take off toward the sheltered interior of the bay toward the rising terrain in a direction he had never attempted before As the pilot attempted to turn the aircraft around the airplane hit a downdraft which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground|
2007-08-20|10:33|Japan|China Airlines|120|Taipei  Naha|Boeing||165|157|8|0|0|0|0|After a normal landing the slats were retractedand the mechanism came to rest as usual against the fuel tank  On the right wing a stop bolt that had come loose was pushed into the tank breaching it  The leaking fuel blew away during taxi but once the plane stopped at the terminal it spilled straight down and ignited from the engines hot tailpipe Everyone was able to evacuate but the plane was destroyed  Boeing aware of this failure mode due to past incidents had ordered the nut at the end of the stop bolt to be glued on but to do this the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place|
2007-08-22|00:36|Brazil|Two Taxi Aero||Curitiba  Jundiai|other||2|0|2|2|0|2|0|Crashed shortly after taking off from Curitiba|
2007-08-22|nan|Iraq|Military  US Army||Transporting troops|other||14|12|2|14|12|2|0|Crashed most likely due to a mechanical problem while traveling with a second helicopter|
2007-08-26|16:00|Congo|Great Lakes Business Complany||Kongolo  Goma|Antonov||15|12|3|14|11|3|0|The cargo plane carrying tin ore lost one of its two engines eleven minutes after taking off and tried to return to the airport Due to strong back winds and a fully loaded plane the aircraft clipped tree tops and crashed and burned 3 km short of the runway The plane was overloaded by 3 tons|
2007-09-07|nan|Congo|Galaxy Kavatsi Airlines||Kisangi  Goma  Bukavu|Antonov||8|6|2|8|6|2|0|The cargo plane carrying palm oil overshot the runway crashed into a petrified lava flow and caught fire|
2007-09-16|15:35|Thailand|OneTwoGo Airlines|269|Bangkok  Phuket|McDonnell Douglas||130|123|7|90|85|5|0|While landing in heavy rain and strong cross winds the aircraft skidded off the runway struck an earth embankment and caught fire The pilot attempted to land despite 15 warning alarms and his copilots calls to abort the attempt Also the plane was traveling faster and descending more sharply than normal|
2007-09-24|13:00|Congo|Karibu Airways||Lubumbashi  Malemba Nkulu|other||6|5|1|1|0|1|0|Crashed while attempting to land and came to rest in a cemetery|
2007-10-04|10:40|Congo|Africa One Congo||Kinshasa  Tshikapa|Antonov||22|17|5|21|17|4|30|While attempting to take off the No 2 engine failed The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport The planes mechanic was the only survivor aboard the plane|
2007-10-08|15:30|Colombia|Nacional de Aviacion||Villavicencio  Uribe|other||17|15|2|17|15|2|0|Disappeared while en route|
2007-11-08|08:00|Sudan|Juba Air Cargo||Khartoum  Juba|Antonov||4|0|4|0|0|0|2|While taking off an engine on the cargo plane failed after the plane hit a hawk The aircraft tried to return to the airport but crashed The plane was transporting goods and foodstuffs for traders and international organizations in Juba Two Sudanese soldiers were killed on the ground|
